block,label,method,round,n,f1_mean,f1_std,f1_var,f1_sem,ci_low,ci_high,bytes_cum_mean,ref_bytes,comm_norm
heterogeneous,fast25,ASILO,0,10,0.042195558748330565,0.028705904971730586,0.0008240289802460268,0.009077604200702003,0.02440345451495464,0.05998766298170649,0.0,15600.0,0.0
heterogeneous,fast25,ASILO,1,10,0.011249137595746436,0.010604359502189967,0.00011245244045168665,0.0033533929154169607,0.004676487481529193,0.017821787709963677,536.6,46800.0,0.011465811965811966
heterogeneous,fast25,ASILO,2,10,0.004440937813321321,0.009362319103887589,8.76530190030185e-05,0.002960625254959136,-0.0013618876863985855,0.010243763313041228,1073.2,93600.0,0.011465811965811966
heterogeneous,fast25,ASILO,3,10,0.0075321135439253145,0.011312136567435297,0.00012796443372030682,0.003577211675597445,0.0005207786597543227,0.014543448428096305,1788.9,156000.0,0.011467307692307693
heterogeneous,fast25,ASILO,4,10,0.016428455918933067,0.01861734711120043,0.00034660561345892303,0.005887322086134943,0.004889304630108579,0.027967607207757553,3222.7,234000.0,0.013772222222222222
heterogeneous,fast25,ASILO,5,10,0.02460690993362458,0.017063809003558014,0.00029117357770990757,0.005396050200933156,0.014030651539795595,0.035183168327453565,6452.3,327600.0,0.019695665445665447
heterogeneous,fast25,ASILO,6,10,0.06773894414584661,0.021568611331542444,0.00046520499477114115,0.006820593777459123,0.05437058034202673,0.08110730794966649,11659.0,436800.0,0.026691849816849817
heterogeneous,fast25,ASILO,7,10,0.096157808279931,0.03668061457023382,0.0013454674852500495,0.011599428801669715,0.07342292782865836,0.11889268873120365,21539.7,561600.0,0.03835416666666667
heterogeneous,fast25,ASILO,8,10,0.1230666053994528,0.030195283082028557,0.00091175512040384,0.009548586913275911,0.10435137504943201,0.1417818357494736,35919.1,702000.0,0.05116680911680911
heterogeneous,fast25,ASILO,9,10,0.13836391600293624,0.008851979818485673,7.835754670687764e-05,0.002799241802825859,0.13287740206939755,0.14385042993647493,54975.1,858000.0,0.06407354312354312
heterogeneous,fast25,ASILO,10,10,0.14942527431559874,0.02318280489048996,0.0005374424425905253,0.007331046600523865,0.13505642297857195,0.16379412565262552,79608.9,1029600.0,0.07732022144522144
heterogeneous,fast25,ASILO,11,10,0.15802003315278595,0.022333214581661567,0.0004987724735505409,0.007062382555133507,0.1441777633447243,0.17186230296084762,109822.6,1216800.0,0.0902552596975674
heterogeneous,fast25,ASILO,12,10,0.1903751149065472,0.026332063325292122,0.0006933775589671944,0.008326929559971037,0.17405433296900397,0.20669589684409045,146696.9,1419600.0,0.10333678500986193
heterogeneous,fast25,ASILO,13,10,0.20582249585882298,0.017165678752488808,0.0002946605270336457,0.005428264244062237,0.195183097940461,0.21646189377718497,192927.2,1638000.0,0.1177821733821734
heterogeneous,fast25,ASILO,14,10,0.2222851131475664,0.017314365002815624,0.0002997872354507265,0.005475282964840507,0.211553558536479,0.23301666775865382,250859.1,1872000.0,0.1340059294871795
heterogeneous,fast25,ASILO,15,10,0.24341015810704852,0.020340053601199712,0.0004137177804996774,0.006432089710970124,0.23080326227354708,0.25601705394054997,319594.3,2121600.0,0.15063833898944193
heterogeneous,fast25,ASILO,16,10,0.2618020770602828,0.02005072332006086,0.00040203150565763237,0.0063405954425245605,0.24937450999293467,0.27422964412763096,398948.1,2386800.0,0.1671476872800402
heterogeneous,fast25,ASILO,17,10,0.2653262493511152,0.02310219436873737,0.0005337113846509207,0.007305555315312591,0.25100736093310255,0.27964513776912786,488568.2,2667600.0,0.1831489728594992
heterogeneous,fast25,ASILO,18,10,0.2717611140363433,0.017735546709617436,0.0003145496170890218,0.005608472315069602,0.2607685082988069,0.2827537197738797,591509.4,2964000.0,0.19956457489878543
heterogeneous,fast25,ASILO,19,10,0.2712820265499395,0.02633604966990127,0.0006935875122155068,0.00832819015282136,0.2549587738504096,0.2876052792494694,706877.2,3276000.0,0.21577448107448105
heterogeneous,fast25,ASILO,20,10,0.2774791450615426,0.01906961121627042,0.00036365007193970655,0.00603034055373083,0.26565967757623016,0.289298612546855,835033.8,3603600.0,0.23172211122211123
heterogeneous,fast25,ASILO,21,10,0.2783223969127888,0.02092174981295302,0.00043771961523579974,0.00661603820451333,0.2653549620319427,0.29128983179363493,972917.0,3946800.0,0.24650780379041248
heterogeneous,fast25,ASILO,22,10,0.2880922444245116,0.01706028569296673,0.0002910533479256453,0.005394936032295891,0.27751816980121163,0.29866631904781155,1121963.8,4305600.0,0.2605824507617986
heterogeneous,fast25,ASILO,23,10,0.29947527733314827,0.02722597534757975,0.0007412537336270202,0.008609609361794647,0.28260044298403075,0.3163501116822658,1281278.4,4680000.0,0.27377743589743586
heterogeneous,fast25,ASILO,24,10,0.29729563511200563,0.023353546582558223,0.0005453881379837168,0.007385039864372546,0.28282095697783544,0.3117703132461758,1451757.7,5070000.0,0.286342741617357
heterogeneous,fast25,ASILO,25,10,0.29408560213917057,0.025309465439275695,0.0006405690408218909,0.00800355571494252,0.27839863293788325,0.3097725713404579,1632141.8,5475600.0,0.29807542552414346
heterogeneous,fast25,ASILO,26,10,0.2890003215205386,0.00898611778734791,8.075031288809049e-05,0.0028416599530572,0.2834306680125465,0.2945699750285307,1822972.8,5896800.0,0.3091461131461132
heterogeneous,fast25,ASILO,27,10,0.2901179185425043,0.009980128557267025,9.96029660195768e-05,0.0031559937582253993,0.2839321707763825,0.2963036663086261,2024251.2,6333600.0,0.3196051534672224
