t,bytes_sent,utility,pheromone,f1_val,agg_count,rollback
0,1040,0.0,0.0,0.09269662921348315,0,0
1,2080,0.0,0.0,0.13973365136155833,0,0
2,3120,0.0,0.0,0.13973365136155833,0,0
3,4160,0.0,0.0,0.13973365136155833,0,0
4,5200,0.0,0.0,0.13973365136155833,0,0
5,6240,0.0,0.0,0.13973365136155833,0,0
6,7280,0.0,0.0,0.13973365136155833,0,0
7,8320,0.0,0.0,0.13973365136155833,0,0
8,9360,0.0,0.0,0.13973365136155833,0,0
9,10400,0.0,0.0,0.13973365136155833,0,0
10,11440,0.0,0.0,0.4167593395843331,0,0
11,12480,0.0,0.0,0.4172633847281815,0,0
12,13520,0.0,0.0,0.5514284576934707,0,0
13,14560,0.0,0.0,0.7012042157283406,0,0
14,15600,0.0,0.0,0.7013127984932164,0,0
15,16640,0.0,0.0,0.701112287123778,0,0
16,17680,0.0,0.0,0.7010722616442422,0,0
17,18720,0.0,0.0,0.700833884979711,0,0
18,19760,0.0,0.0,0.6969842489587789,0,0
19,20800,0.0,0.0,0.700831603837779,0,0
20,21840,0.0,0.0,0.6969842489587789,0,0
21,22880,0.0,0.0,0.6392519140377002,0,0
22,23920,0.0,0.0,0.7001328874902011,0,0
23,24960,0.0,0.0,0.700831603837779,0,0
24,26000,0.0,0.0,0.6955844344801132,0,0
25,27040,0.0,0.0,0.700831603837779,0,0
26,28080,0.0,0.0,0.6999576636121825,0,0
27,29120,0.0,0.0,0.6976805929588147,0,0
28,30160,0.0,0.0,0.7009180804352899,0,0
29,31200,0.0,0.0,0.707255930450524,0,0
30,32240,0.0,0.0,0.7207678422466884,0,0
31,33280,0.0,0.0,0.876018313218306,0,0
32,34320,0.0,0.0,0.9019218031068518,0,0
33,35360,0.0,0.0,0.7009191843683342,0,0
34,36400,0.0,0.0,0.9962053994161175,0,0
35,37440,0.0,0.0,0.8083925123307808,0,0
36,38480,0.0,0.0,0.9967466683875206,0,0
37,39520,0.0,0.0,0.7010443585704017,0,0
38,40560,0.0,0.0,0.9967466683875206,0,0
39,41600,0.0,0.0,0.8076176703473845,0,0
40,42640,0.0,0.0,0.8997114966895834,0,0
41,43680,0.0,0.0,0.9963324108488076,0,0
42,44720,0.0,0.0,0.6996920297483622,0,0
43,45760,0.0,0.0,0.9060947959123542,0,0
44,46800,0.0,0.0,0.9967466683875206,0,0
45,47840,0.0,0.0,0.7009169771696235,0,0
46,48880,0.0,0.0,0.9075482244771719,0,0
47,49920,0.0,0.0,0.8616057362116127,0,0
48,50960,0.0,0.0,0.789010706872702,0,0
49,52000,0.0,0.0,0.9967466683875206,0,0
