t,bytes_sent,utility,pheromone,f1_val,agg_count,rollback
0,0,0.0,1.0,0.3567939207526687,0,0
1,0,0.0,0.8,0.3567939207526687,1,0
2,0,0.0,0.6400000000000001,0.3567939207526687,0,0
3,0,0.0,0.5120000000000001,0.3567939207526687,0,0
4,0,0.0,0.40960000000000013,0.3567939207526687,0,0
5,0,0.0,0.32768000000000014,0.3567939207526687,0,0
6,0,0.0,0.2621440000000001,0.3567939207526687,0,0
7,0,0.0,0.2097152000000001,0.3567939207526687,0,0
8,0,0.0,0.1677721600000001,0.3567939207526687,0,0
9,0,0.0,0.13421772800000006,0.3567939207526687,0,0
10,0,0.0,0.10737418240000006,0.3567939207526687,0,0
11,0,0.0,0.08589934592000005,0.3567939207526687,0,0
12,0,0.0,0.06871947673600004,0.3567939207526687,0,0
13,0,0.0,0.054975581388800036,0.3567939207526687,0,0
14,0,0.0,0.043980465111040035,0.3567939207526687,0,0
15,0,0.0,0.03518437208883203,0.3567939207526687,0,0
16,0,0.0,0.028147497671065627,0.3567939207526687,0,0
17,0,0.0,0.022517998136852502,0.3567939207526687,0,0
18,0,0.0,0.018014398509482003,0.3567939207526687,0,0
19,1805,0.009733760766524213,0.016358270960890445,0.3567939207526687,0,0
20,1805,0.0,0.013086616768712356,0.3567939207526687,0,0
21,3608,0.022891868872659593,0.015047667189501804,0.3567939207526687,0,0
22,5401,0.04967001321310782,0.021972136394223008,0.3567939207526687,0,0
23,5401,0.0,0.01757770911537841,0.3567939207526687,0,0
24,5401,0.0,0.014062167292302728,0.3567939207526687,0,0
25,7197,0.008008287012577942,0.01285139123635777,0.3567939207526687,0,0
26,8996,0.05574094276508657,0.021429301542103533,0.3567939207526687,0,0
27,8996,0.0,0.01714344123368283,0.3567939207526687,0,0
28,8996,0.0,0.013714752986946264,0.3567939207526687,0,0
29,8996,0.0,0.010971802389557013,0.3567939207526687,0,0
30,8996,0.0,0.00877744191164561,0.3567939207526687,0,0
31,10794,0.03517137121569336,0.01405622777245516,0.3567939207526687,0,0
32,10794,0.0,0.011244982217964128,0.3567939207526687,0,0
33,10794,0.0,0.008995985774371303,0.3567939207526687,0,0
34,10794,0.0,0.007196788619497043,0.3567939207526687,0,0
35,10794,0.0,0.005757430895597635,0.3567939207526687,0,0
36,10794,0.0,0.0046059447164781084,0.3567939207526687,0,0
37,12592,0.21557588679370146,0.04679993313192278,0.3567939207526687,0,0
38,12592,0.0,0.037439946505538224,0.3567939207526687,0,0
39,12592,0.0,0.02995195720443058,0.3567939207526687,0,0
40,12592,0.0,0.023961565763544468,0.3567939207526687,0,0
41,12592,0.0,0.019169252610835574,0.3567939207526687,0,0
42,12592,0.0,0.01533540208866846,0.3567939207526687,0,0
43,12592,0.0,0.012268321670934768,0.3567939207526687,0,0
44,12592,0.0,0.009814657336747815,0.3567939207526687,0,0
45,12592,0.0,0.007851725869398252,0.3567939207526687,0,0
46,12592,0.0,0.0062813806955186015,0.3567939207526687,0,0
47,12592,0.0,0.005025104556414882,0.3567939207526687,0,0
48,12592,0.0,0.004020083645131906,0.3567939207526687,0,0
49,12592,0.0,0.003216066916105525,0.3567939207526687,0,0
