t,bytes_sent,utility,pheromone,f1_val,agg_count,rollback
0,0,0.0,1.0,0.0,0,0
1,0,0.0,0.8,0.0,0,0
2,0,0.0,0.6400000000000001,0.0,0,0
3,0,0.0,0.5120000000000001,0.0,0,0
4,0,0.007277741207237676,0.4110555482414477,0.0,0,0
5,0,0.0371439300977533,0.3362732246127088,0.0,0,0
6,0,0.027441590430263178,0.2745068977762197,0.0,0,0
7,0,0.03890036115635043,0.22738559045224588,0.0,0,0
8,0,0.06395047973591694,0.1946985683089801,0.0,0,0
9,0,0.10356318306646506,0.1764714912604771,0.0,0,0
10,1804,1.0,0.3411771930083817,0.3331228956228956,0,0
11,3605,0.05070872931386661,0.2830835002694787,0.33301777637530244,0,0
12,5411,0.04425690519044548,0.23531818125367207,0.3332280812546048,0,0
13,7212,0.07253249170059506,0.2027610433430567,0.3331226295828066,0,0
14,7212,0.0,0.16220883467444536,0.28304858839209984,0,0
15,9014,0.08633205016392909,0.1470334777723421,0.28540462427745666,0,0
16,9014,0.0,0.11762678221787369,0.28066325286515487,0,0
17,10817,0.07119775353956187,0.10834097648221133,0.2836055656382335,0,0
18,10817,0.0,0.08667278118576907,0.28122717311906503,0,0
19,12619,0.3655680846826203,0.14245184188513932,0.3572500605180344,0,0
20,14423,1.0,0.3139614735081115,0.6159312895161951,0,0
21,14423,0.0,0.2511691788064892,0.6135507681776878,0,0
22,16227,0.03278521488377395,0.20749238602194617,0.616497374010058,0,0
23,18026,0.02390050084459977,0.17077400898647688,0.6165550083006743,0,0
24,18026,0.0,0.1366192071891815,0.6164158146233559,0,0
25,19830,0.017803678458497063,0.11285610144304462,0.6165550083006743,0,0
26,21628,0.005634847364798079,0.09141185062739532,0.6163342951580373,0,0
27,21628,0.0,0.07312948050191626,0.6164158146233559,0,0
28,23428,0.005165899271138585,0.059536764255760724,0.615636807189815,0,0
29,25234,0.025125209077344283,0.05265445322007743,0.6163342951580373,0,0
30,27033,0.008204687628824592,0.04376450010182687,0.6164734888353558,0,0
31,27033,0.0,0.0350116000814615,0.6163342951580373,0,0
32,28839,0.0031596761598302603,0.02864121529713525,0.6161950003225232,0,0
33,30648,0.0037023579339943713,0.023653443824507077,0.6161950003225232,0,0
34,32455,0.01056771894501607,0.02103629884860888,0.6164734888353558,0,0
35,34258,0.0019115926426617191,0.017211357607419448,0.6161950003225232,0,0
36,34258,0.0,0.013769086085935559,0.61591610673549,0,0
37,34258,0.0,0.011015268868748448,0.6161950003225232,0,0
38,36057,0.014442268164461536,0.011700668727891066,0.6164734888353558,0,0
39,36057,0.0,0.009360534982312853,0.6163342951580373,0,0
40,36057,0.0,0.007488427985850282,0.6150769866718802,0,0
41,37858,0.006349964575186551,0.007260735303717536,0.6163342951580373,0,0
42,39659,0.005775187274729587,0.006963625697919947,0.6163342951580373,0,0
43,41463,0.006403920830503285,0.006851684724436614,0.6163342951580373,0,0
44,41463,0.0,0.005481347779549292,0.6163342951580373,0,0
45,43260,0.01373952113373511,0.007132982450386455,0.6161135207492845,0,0
46,43260,0.0,0.005706385960309164,0.6163342951580373,0,0
47,43260,0.0,0.004565108768247331,0.6163342951580373,0,0
48,43260,0.0,0.003652087014597865,0.6163342951580373,0,0
49,45059,0.005058227010071359,0.003933315013692564,0.6163342951580373,0,0
