block,label,method,round,n,f1_mean,f1_std,f1_var,f1_sem,ci_low,ci_high,bytes_cum_mean,ref_bytes,comm_norm
heterogeneous,fast50,DeceFL,22,10,0.6897558979862133,0.022881482616670924,0.0005235622467370137,0.007235760131022957,0.6755738081294083,0.7039379878430183,17222400.0,4305600.0,4.0
heterogeneous,fast50,DeceFL,23,10,0.7032116987123933,0.026788234930153944,0.0007176095306731199,0.008471183687496806,0.6866081786848995,0.7198152187398871,18720000.0,4680000.0,4.0
heterogeneous,fast50,DeceFL,24,10,0.718645384135455,0.02694312210405466,0.0007259318287139989,0.008520163312484091,0.7019458640429862,0.7353449042279238,20280000.0,5070000.0,4.0
heterogeneous,fast50,DeceFL,25,10,0.720110263227326,0.03333573212801838,0.001111271036510997,0.010541684099378983,0.6994485623925432,0.7407719640621088,21902400.0,5475600.0,4.0
heterogeneous,fast50,DeceFL,26,10,0.7482164591054584,0.027579207348246818,0.0007606126779575912,0.008721311128251252,0.731122689294086,0.7653102289168309,23587200.0,5896800.0,4.0
heterogeneous,fast50,DeceFL,27,10,0.7612889660866233,0.01418414170104105,0.00020118987579521172,0.004485419442986483,0.7524975439783699,0.7700803881948768,25334400.0,6333600.0,4.0
heterogeneous,fast50,DeceFL,28,10,0.7643203715524196,0.017959120726571937,0.0003225300172715857,0.005679172626990535,0.7531891932035182,0.775451549901321,27144000.0,6786000.0,4.0
heterogeneous,fast50,DeceFL,29,10,0.7626126754864809,0.028005827296402858,0.0007843263625559434,0.008856220201394855,0.745254483891747,0.7799708670812149,29016000.0,7254000.0,4.0
heterogeneous,fast50,DeceFL,30,10,0.779917061560716,0.01939846484471234,0.0003763004383315405,0.0061343332019995495,0.767893768484797,0.7919403546366351,30950400.0,7737600.0,4.0
heterogeneous,fast50,DeceFL,31,10,0.7909586708563722,0.02629508655116821,0.0006914315767334273,0.008315236477295321,0.7746608073608734,0.807256534351871,32947200.0,8236800.0,4.0
heterogeneous,fast50,DeceFL,32,10,0.7971732098634726,0.015829773710021894,0.0002505817357105003,0.005005813976872295,0.7873618144688029,0.8069846052581423,35006400.0,8751600.0,4.0
heterogeneous,fast50,DeceFL,33,10,0.8097313947990292,0.01422361673397771,0.00020231127299509075,0.004497902544465484,0.8009155058118769,0.8185472837861816,37128000.0,9282000.0,4.0
heterogeneous,fast50,DeceFL,34,10,0.8063768847457679,0.01946192224805849,0.000378766417589474,0.006154400194896932,0.7943142603637698,0.8184395091277659,39312000.0,9828000.0,4.0
heterogeneous,fast50,DeceFL,35,10,0.8033483020956602,0.01575329786161015,0.0002481663935166109,0.004981630190174808,0.7935843069229176,0.8131122972684028,41558400.0,10389600.0,4.0
heterogeneous,fast50,DeceFL,36,10,0.8101034806868055,0.022918988072922815,0.0005252800142867783,0.007247620397666935,0.7958981447073783,0.8243088166662327,43867200.0,10966800.0,4.0
heterogeneous,fast50,DeceFL,37,10,0.8167218852004817,0.028084772406828752,0.0007887544411433697,0.008881184837302788,0.7993147629193682,0.8341290074815952,46238400.0,11559600.0,4.0
heterogeneous,fast50,DeceFL,38,10,0.8255438500450853,0.026466384401743853,0.0007004695033008703,0.008369405613906344,0.809139815041829,0.8419478850483417,48672000.0,12168000.0,4.0
heterogeneous,fast50,DeceFL,39,10,0.8286469513001403,0.01777622406858593,0.00031599414213657367,0.005621335625423674,0.8176291334743099,0.8396647691259708,51168000.0,12792000.0,4.0
heterogeneous,fast50,DeceFL,40,10,0.8224983613014967,0.012379972297909629,0.00015326371409700982,0.003914890983118301,0.8148251749745848,0.8301715476284085,53726400.0,13431600.0,4.0
heterogeneous,fast50,DeceFL,41,10,0.8234278692211958,0.017291633828290225,0.00029900060045167086,0.005468094736301401,0.812710403538045,0.8341453349043466,56347200.0,14086800.0,4.0
heterogeneous,fast50,DeceFL,42,10,0.8284158486280321,0.02612219474994222,0.000682369058553909,0.008260563289231,0.8122251445811394,0.8446065526749248,59030400.0,14757600.0,4.0
heterogeneous,fast50,DeceFL,43,10,0.8227900956428993,0.014429316833431623,0.00020820518427955322,0.004562950627385236,0.8138467124132243,0.8317334788725743,61776000.0,15444000.0,4.0
heterogeneous,fast50,DeceFL,44,10,0.827202612301799,0.016064365280314928,0.00025806383185938774,0.005079998345072444,0.817245815545457,0.837159409058141,64584000.0,16146000.0,4.0
heterogeneous,fast50,DeceFL,45,10,0.8349652625139974,0.02590181576916589,0.0006709040601398107,0.008190873336463034,0.8189111507745298,0.851019374253465,67454400.0,16863600.0,4.0
heterogeneous,fast50,DeceFL,46,10,0.8325813882248824,0.017559365375055837,0.0003083313123747098,0.0055527588852273225,0.8216979808098368,0.8434647956399279,70387200.0,17596800.0,4.0
heterogeneous,fast50,DeceFL,47,10,0.826551565063075,0.019832715837489117,0.00039333661749059163,0.006271655423335944,0.8142591204333366,0.8388440096928135,73382400.0,18345600.0,4.0
heterogeneous,fast50,DeceFL,48,10,0.8246647235681319,0.03172334178579797,0.0010063704140585556,0.010031801503511498,0.8050023926212494,0.8443270545150144,76440000.0,19110000.0,4.0
heterogeneous,fast50,DeceFL,49,10,0.8435591741894329,0.011741212059339217,0.00013785606062237266,0.0037128972598547976,0.8362818955601176,0.8508364528187483,79560000.0,19890000.0,4.0
heterogeneous,fast50,DeceFL,50,10,0.8407278665904204,0.01445254377479146,0.00020887602156226338,0.004570295631162861,0.8317700871533412,0.8496856460274996,82742400.0,20685600.0,4.0
heterogeneous,fast50,DeceFL,51,10,0.8405870544157408,0.027181049425365398,0.0007388094478641567,0.008595402537776556,0.8237400654416988,0.8574340433897828,85987200.0,21496800.0,4.0
heterogeneous,fast50,DeceFL,52,10,0.8411109864416725,0.01718807576805148,0.0002954299486082785,0.005435346802259065,0.8304577067092447,0.8517642661741003,89294400.0,22323600.0,4.0
heterogeneous,fast50,DeceFL,53,10,0.8431262162034358,0.028825734631215738,0.0008309229770292703,0.009115497666223552,0.8252598407776376,0.8609925916292339,92664000.0,23166000.0,4.0
heterogeneous,fast50,DeceFL,54,10,0.8488955381985835,0.019036244234713205,0.00036237859456365174,0.0060197889876942665,0.8370967517827028,0.8606943246144643,96096000.0,24024000.0,4.0
heterogeneous,fast50,DeceFL,55,10,0.8479242369607427,0.016115691769978072,0.00025971552122493896,0.005096229206236106,0.83793562771652,0.8579128462049654,99590400.0,24897600.0,4.0
heterogeneous,fast50,DeceFL,56,10,0.8460662363384737,0.01948654692165377,0.00037972551092981406,0.0061621872004168615,0.8339883494256566,0.8581441232512907,103147200.0,25786800.0,4.0
heterogeneous,fast50,DeceFL,57,10,0.8460994157162567,0.0319815782844691,0.0010228213495656253,0.010113463054590278,0.8262770281292597,0.8659218033032536,106766400.0,26691600.0,4.0
heterogeneous,fast50,DeceFL,58,10,0.8425928371845653,0.021235746881579576,0.00045095694561851673,0.006715332796060942,0.8294307849042859,0.8557548894648448,110448000.0,27612000.0,4.0
heterogeneous,fast50,DeceFL,59,10,0.8554383765024101,0.02142788294344726,0.000459154167438078,0.006776091553676632,0.8421572370572039,0.8687195159476162,114192000.0,28548000.0,4.0
