block,label,method,round,n,f1_mean,f1_std,f1_var,ci_low,ci_high,bytes_cum_mean
heterogeneous,fast25,DeceFL,11,10,0.36100329219929744,0.043578095929280025,0.0018990504448215323,0.33399330851024944,0.38801327588834544,4867200.0
heterogeneous,fast25,DeceFL,12,10,0.36494624613182514,0.042796384690866635,0.001831530542608644,0.3384207720880208,0.3914717201756295,5678400.0
heterogeneous,fast25,DeceFL,13,10,0.36637759349610566,0.04205242134290427,0.0017684061408011504,0.34031323271264946,0.39244195427956186,6552000.0
heterogeneous,fast25,DeceFL,14,10,0.3616011014229553,0.04417948772212315,0.0019518271353892302,0.3342183712389301,0.3889838316069805,7488000.0
heterogeneous,fast25,DeceFL,15,10,0.36137301772745156,0.044067621798990216,0.0019419552910188377,0.33405962276091916,0.38868641269398396,8486400.0
heterogeneous,fast25,DeceFL,16,10,0.36779136766251125,0.038812781840426865,0.0015064320341925694,0.34373495624568895,0.39184777907933355,9547200.0
heterogeneous,fast25,DeceFL,17,10,0.3670334429862273,0.04554518102995833,0.0020743635150516763,0.33880424732035236,0.39526263865210226,10670400.0
heterogeneous,fast25,DeceFL,18,10,0.37447986260047306,0.039303285262900056,0.0015447482324568967,0.35011943401268664,0.3988402911882595,11856000.0
heterogeneous,fast25,DeceFL,19,10,0.3729665050713567,0.037597739640198025,0.0014135900260521179,0.34966318461249973,0.39626982553021367,13104000.0
heterogeneous,fast25,DeceFL,20,10,0.3726945373895135,0.036144729278752445,0.0013064414546343044,0.3502918020830311,0.3950972726959959,14414400.0
heterogeneous,fast25,DeceFL,21,10,0.3741352871586435,0.04256178138582344,0.0018115052347346268,0.347755221749785,0.40051535256750204,15787200.0
heterogeneous,fast25,DeceFL,22,10,0.37078149296860724,0.041532708214200346,0.001724965851605905,0.345039253719604,0.3965237322176105,17222400.0
heterogeneous,fast25,DeceFL,23,10,0.3666178232500206,0.03413045091608113,0.0011648876797350231,0.34546355060719486,0.3877720958928464,18720000.0
heterogeneous,fast25,DeceFL,24,10,0.3670041075134179,0.035002188631504234,0.0012251532089954042,0.34530952623680244,0.38869868879003333,20280000.0
heterogeneous,fast25,DeceFL,25,10,0.36778287319885405,0.03130944126467598,0.000980281112306195,0.3483770804527808,0.3871886659449273,21902400.0
heterogeneous,fast25,DeceFL,26,10,0.3662327555070173,0.0365932547778826,0.0013390662952390275,0.34355202121601547,0.3889134897980191,23587200.0
heterogeneous,fast25,DeceFL,27,10,0.3651000259882526,0.030409104667281726,0.0009247136466656952,0.34625226764665945,0.3839477843298457,25334400.0
heterogeneous,fast25,DeceFL,28,10,0.3691133121333487,0.02360878341716477,0.0005573746544385942,0.35448043657011336,0.38374618769658403,27144000.0
heterogeneous,fast25,DeceFL,29,10,0.3746299378901263,0.027145966438040715,0.0007369034938552329,0.3578046935769097,0.39145518220334286,29016000.0
heterogeneous,fast25,DeceFL,30,10,0.3761781904098548,0.031997760438529095,0.0010238566730814977,0.3563457730198595,0.3960106077998501,30950400.0
heterogeneous,fast25,DeceFL,31,10,0.37617100523500574,0.03218175648636824,0.0010356654505479044,0.3562245459130488,0.3961174645569627,32947200.0
heterogeneous,fast25,DeceFL,32,10,0.378437621091616,0.03165381621962265,0.0010019640812656458,0.3588183825370999,0.3980568596461321,35006400.0
heterogeneous,fast25,DeceFL,33,10,0.3758270821150013,0.026733930330754413,0.0007147030309296307,0.3592572204269266,0.39239694380307605,37128000.0
heterogeneous,fast25,DeceFL,34,10,0.3736920777519536,0.02281291606296116,0.0005204291392957113,0.3595524858854307,0.38783166961847654,39312000.0
heterogeneous,fast25,DeceFL,35,10,0.3755680975327746,0.02776814028098989,0.0007710696146647334,0.3583572258764754,0.3927789691890738,41558400.0
heterogeneous,fast25,DeceFL,36,10,0.37710137276510397,0.027265103454024078,0.0007433858663586357,0.3602022865643553,0.3940004589658526,43867200.0
heterogeneous,fast25,DeceFL,37,10,0.37744404828521777,0.024620098326906793,0.0006061492416265587,0.3621843532468738,0.3927037433235617,46238400.0
heterogeneous,fast25,DeceFL,38,10,0.3763333481203187,0.02552965663579978,0.0006517633679418357,0.36050990300149155,0.3921567932391459,48672000.0
heterogeneous,fast25,DeceFL,39,10,0.38318823705489574,0.027149212584480838,0.0007370797439573327,0.3663609807592708,0.40001549335052067,51168000.0
heterogeneous,fast25,DeceFL,40,10,0.3784112980512936,0.029630564983856775,0.0008779703812625592,0.3600460836047965,0.39677651249779067,53726400.0
heterogeneous,fast25,DeceFL,41,10,0.38204046695652577,0.027062428236823446,0.000732375022073219,0.3652670001568553,0.3988139337561962,56347200.0
heterogeneous,fast25,DeceFL,42,10,0.38128812094252856,0.028026802287578464,0.0007855016464670135,0.36391692891357535,0.39865931297148177,59030400.0
heterogeneous,fast25,DeceFL,43,10,0.3806561494609743,0.028621050914578092,0.0008191645554548715,0.36291663831710275,0.3983956606048459,61776000.0
heterogeneous,fast25,DeceFL,44,10,0.3804126574377748,0.025085638064084356,0.000629289237082238,0.3648644178809146,0.395960896994635,64584000.0
heterogeneous,fast25,DeceFL,45,10,0.3799777869185832,0.03487233687813316,0.001216079879342006,0.35836368859253626,0.40159188524463013,67454400.0
heterogeneous,fast25,DeceFL,46,10,0.38259459078196023,0.02434287921376099,0.0005925757684157568,0.36750671793007694,0.3976824636338435,70387200.0
heterogeneous,fast25,DeceFL,47,10,0.3805068703149984,0.025864968059790768,0.0006689965727339967,0.36447559702241517,0.39653814360758166,73382400.0
heterogeneous,fast25,DeceFL,48,10,0.3789606499646287,0.02622496792300128,0.0006877489425624461,0.362706246445127,0.3952150534841304,76440000.0
heterogeneous,fast25,DeceFL,49,10,0.3826590261813773,0.025985152268314465,0.0006752281384074884,0.3665532619446011,0.39876479041815355,79560000.0
heterogeneous,fast25,FedAvg,0,10,0.30220490942402567,0.02601834070814025,0.000676954053204868,0.2860785747791294,0.31833124406892194,15600.0
heterogeneous,fast25,FedAvg,1,10,0.31780028326285203,0.019424044523223175,0.0003772935056401562,0.30576113573793473,0.32983943078776934,46800.0
heterogeneous,fast25,FedAvg,2,10,0.3212141488435597,0.014646609063762195,0.0002145231570666809,0.31213608649420693,0.33029221119291247,93600.0
heterogeneous,fast25,FedAvg,3,10,0.33472698975123416,0.01992158658785268,0.0003968696121773118,0.32237946245974636,0.34707451704272196,156000.0
heterogeneous,fast25,FedAvg,4,10,0.34013612788066105,0.023088769945269955,0.0005330912975856011,0.32582556000651697,0.35444669575480514,234000.0
heterogeneous,fast25,FedAvg,5,10,0.36101519583574165,0.03305171390557971,0.0010924157920962913,0.340529531319019,0.38150086035246433,327600.0
heterogeneous,fast25,FedAvg,6,10,0.3594397006545378,0.0300087846651522,0.0009005271570794739,0.34084006322087657,0.378039338088199,436800.0
heterogeneous,fast25,FedAvg,7,10,0.36196884789625083,0.02517473959248237,0.0006337675135492994,0.3463653826399336,0.37757231315256806,561600.0
heterogeneous,fast25,FedAvg,8,10,0.3657195981020045,0.01919707666022668,0.00036852775229861994,0.3538211267160223,0.3776180694879867,702000.0
heterogeneous,fast25,FedAvg,9,10,0.3691935513054648,0.02375069502315382,0.0005640955140828637,0.3544727180175672,0.38391438459336236,858000.0
heterogeneous,fast25,FedAvg,10,10,0.3640607508271879,0.022506726532482875,0.0005065527392079687,0.3501109371978188,0.37801056445655706,1029600.0
heterogeneous,fast25,FedAvg,11,10,0.36145586097616433,0.024162845297241105,0.0005838430928584066,0.3464795743018086,0.3764321476505201,1216800.0
heterogeneous,fast25,FedAvg,12,10,0.36192710648014054,0.026566795007605372,0.0007057945969761257,0.34546083633859515,0.37839337662168593,1419600.0
heterogeneous,fast25,FedAvg,13,10,0.3710127828818866,0.03544656309033834,0.0012564588349173364,0.3490427754621827,0.3929827903015905,1638000.0
heterogeneous,fast25,FedAvg,14,10,0.3659630763936706,0.028844038436982224,0.0008319785533541079,0.3480853561515224,0.38384079663581877,1872000.0
heterogeneous,fast25,FedAvg,15,10,0.37473987851543145,0.02107770695286915,0.0004442697303910285,0.36167578039780324,0.38780397663305965,2121600.0
heterogeneous,fast25,FedAvg,16,10,0.370797958676266,0.03089404009394654,0.0009544417133263763,0.3516496342432651,0.38994628310926693,2386800.0
heterogeneous,fast25,FedAvg,17,10,0.37528116595546873,0.017444813454788856,0.0003043215164723823,0.36446875855618754,0.3860935733547499,2667600.0
heterogeneous,fast25,FedAvg,18,10,0.3743184299717778,0.019775700816962522,0.00039107834280201214,0.3620613236178776,0.386575536325678,2964000.0
heterogeneous,fast25,FedAvg,19,10,0.37379917386037825,0.027834992569322294,0.0007747868113342273,0.3565468667264858,0.39105148099427073,3276000.0
heterogeneous,fast25,FedAvg,20,10,0.36652057394352505,0.020069774567851282,0.0004027958512043701,0.35408119879046085,0.37895994909658925,3603600.0
heterogeneous,fast25,FedAvg,21,10,0.36909332140515216,0.016893060364220898,0.0002853754884692111,0.35862289411442844,0.3795637486958759,3946800.0
heterogeneous,fast25,FedAvg,22,10,0.3785380424715539,0.025415128645663188,0.0006459287640756096,0.36278558253644266,0.3942905024066652,4305600.0
heterogeneous,fast25,FedAvg,23,10,0.3755967919201668,0.02029020780300127,0.0004116925326889737,0.36302079083246824,0.3881727930078654,4680000.0
heterogeneous,fast25,FedAvg,24,10,0.37790577572541656,0.021344420301241892,0.000455584277996067,0.3646763669617957,0.39113518448903745,5070000.0
heterogeneous,fast25,FedAvg,25,10,0.37946285717461403,0.027398442053938522,0.0007506746269830269,0.3624811268534189,0.3964445874958092,5475600.0
heterogeneous,fast25,FedAvg,26,10,0.38150843176249744,0.0228826701320296,0.0005236165923712795,0.3673256058760476,0.39569125764894725,5896800.0
heterogeneous,fast25,FedAvg,27,10,0.3841298435518286,0.022989243474616654,0.0005285053155352044,0.369880962823294,0.3983787242803632,6333600.0
heterogeneous,fast25,FedAvg,28,10,0.37743953368418964,0.03603734551051253,0.001298690271444058,0.3551033555268157,0.3997757118415636,6786000.0
heterogeneous,fast25,FedAvg,29,10,0.3748753589011062,0.0319410090628344,0.0010202280599520691,0.3550781163781893,0.39467260142402305,7254000.0
heterogeneous,fast25,FedAvg,30,10,0.37218758104784194,0.02843793739738926,0.0008087162834178307,0.35456156483776785,0.38981359725791603,7737600.0
heterogeneous,fast25,FedAvg,31,10,0.375814519864302,0.027922010475641187,0.0007796386690018162,0.3585082784732969,0.39312076125530704,8236800.0
heterogeneous,fast25,FedAvg,32,10,0.37474474610666475,0.02920304963167164,0.0008528181077898772,0.3566445084206961,0.3928449837926334,8751600.0
heterogeneous,fast25,FedAvg,33,10,0.37781116404324566,0.02460701774679228,0.0006055053223909502,0.36255957643245224,0.3930627516540391,9282000.0
heterogeneous,fast25,FedAvg,34,10,0.37525382411880454,0.02541642756746108,0.0006459947902919956,0.35950055910362205,0.391007089133987,9828000.0
heterogeneous,fast25,FedAvg,35,10,0.38065418386924055,0.03093708027610281,0.0009571029360100295,0.3614791828549612,0.3998291848835199,10389600.0
heterogeneous,fast25,FedAvg,36,10,0.3811744147300239,0.03187406041198332,0.001015955727146762,0.36141866741080814,0.40093016204923965,10966800.0
heterogeneous,fast25,FedAvg,37,10,0.38348798756914315,0.032741215583833354,0.001071987197907052,0.3631947719060706,0.4037812032322157,11559600.0
heterogeneous,fast25,FedAvg,38,10,0.3810380041084379,0.03378304347364255,0.0011412940263420223,0.3600990568292753,0.40197695138760053,12168000.0
heterogeneous,fast25,FedAvg,39,10,0.3840888042598477,0.0319019597461082,0.0010177350356423078,0.36431576475418875,0.40386184376550666,12792000.0
heterogeneous,fast25,FedAvg,40,10,0.3775006360273814,0.032568939501836466,0.0010607358202742838,0.35731419818618293,0.3976870738685798,13431600.0
