t,bytes_sent,utility,pheromone,f1_val,agg_count,rollback
0,1040,0.0,0.0,0.0885440438156093,0,0
1,2080,0.0,0.0,0.3724719281479122,0,0
2,3120,0.0,0.0,0.4172267751233323,0,0
3,4160,0.0,0.0,0.41654174186412063,0,0
4,5200,0.0,0.0,0.14226190476190476,0,0
5,6240,0.0,0.0,0.14226190476190476,0,0
6,7280,0.0,0.0,0.14226190476190476,0,0
7,8320,0.0,0.0,0.14226190476190476,0,0
8,9360,0.0,0.0,0.14226190476190476,0,0
9,10400,0.0,0.0,0.14226190476190476,0,0
10,11440,0.0,0.0,0.41754956401939425,0,0
11,12480,0.0,0.0,0.4175873768787894,0,0
12,13520,0.0,0.0,0.3714307974260302,0,0
13,14560,0.0,0.0,0.3717631954686206,0,0
14,15600,0.0,0.0,0.3766457785563885,0,0
15,16640,0.0,0.0,0.48800108467709713,0,0
16,17680,0.0,0.0,0.7009903122607499,0,0
17,18720,0.0,0.0,0.6568988304744053,0,0
18,19760,0.0,0.0,0.7008168588441903,0,0
19,20800,0.0,0.0,0.5864715167910189,0,0
20,21840,0.0,0.0,0.5510088122244605,0,0
21,22880,0.0,0.0,0.7003213174339138,0,0
22,23920,0.0,0.0,0.4214150352797356,0,0
23,24960,0.0,0.0,0.7006083926626743,0,0
24,26000,0.0,0.0,0.7006090940057808,0,0
25,27040,0.0,0.0,0.700320598491359,0,0
26,28080,0.0,0.0,0.700320598491359,0,0
27,29120,0.0,0.0,0.6962376658545413,0,0
28,30160,0.0,0.0,0.6212174870867824,0,0
29,31200,0.0,0.0,0.7003213174339138,0,0
30,32240,0.0,0.0,0.700320598491359,0,0
31,33280,0.0,0.0,0.7003213174339138,0,0
32,34320,0.0,0.0,0.6350483475436063,0,0
33,35360,0.0,0.0,0.6672704785395195,0,0
34,36400,0.0,0.0,0.6294757852792057,0,0
35,37440,0.0,0.0,0.6299570028942468,0,0
36,38480,0.0,0.0,0.700320598491359,0,0
37,39520,0.0,0.0,0.6394810105642397,0,0
38,40560,0.0,0.0,0.6638988683682009,0,0
39,41600,0.0,0.0,0.700320598491359,0,0
40,42640,0.0,0.0,0.670400800122656,0,0
41,43680,0.0,0.0,0.700320598491359,0,0
42,44720,0.0,0.0,0.57692870502104,0,0
43,45760,0.0,0.0,0.668108549105594,0,0
44,46800,0.0,0.0,0.6137005500091294,0,0
45,47840,0.0,0.0,0.7004938661094564,0,0
46,48880,0.0,0.0,0.7004932948021524,0,0
47,49920,0.0,0.0,0.6494961897550892,0,0
48,50960,0.0,0.0,0.5777476749263573,0,0
49,52000,0.0,0.0,0.7004932948021524,0,0
