block,label,method,round,n,f1_mean,f1_std,f1_var,ci_low,ci_high,bytes_cum_mean
heterogeneous,fast25,FedAvg,28,8,0.3615850231457126,0.013737092129492126,0.00018870770017415453,0.3520657039671353,0.3711043423242899,6786000.0
heterogeneous,fast25,FedAvg,29,8,0.36191281968040634,0.013622601438852333,0.00018557526996182164,0.3524728385026885,0.37135280085812417,7254000.0
heterogeneous,fast25,FedAvg,30,8,0.35687417252043646,0.018903029775014138,0.00035732453467507105,0.34377504119233043,0.3699733038485425,7737600.0
heterogeneous,fast25,FedAvg,31,8,0.3588579398106675,0.019773809130806345,0.00039100352754156036,0.3451553891749115,0.3725604904464235,8236800.0
heterogeneous,fast25,FedAvg,32,8,0.3596964661842031,0.016680652091678367,0.0002782441542036139,0.34813736401973655,0.37125556834866963,8751600.0
heterogeneous,fast25,FedAvg,33,8,0.36036339662703193,0.0160833187719842,0.0002586731427212594,0.3492182253347301,0.37150856791933373,9282000.0
heterogeneous,fast25,FedAvg,34,8,0.35374201120865745,0.015057596685354275,0.00022673121793879205,0.3433076290585631,0.3641763933587518,9828000.0
heterogeneous,fast25,FedAvg,35,8,0.35670790630869265,0.014331734828428389,0.0002053986231923873,0.3467765207630105,0.36663929185437477,10389600.0
heterogeneous,fast25,FedAvg,36,8,0.35630173863564496,0.013480257903578194,0.00018171735314698236,0.34696039649539656,0.36564308077589336,10966800.0
heterogeneous,fast25,FedAvg,37,8,0.35566403930346957,0.015598666336145532,0.00024331839146639987,0.34485471501458986,0.3664733635923493,11559600.0
heterogeneous,fast25,FedAvg,38,8,0.35612225480156223,0.014313545674960832,0.00020487758978918996,0.34620347369616583,0.36604103590695863,12168000.0
heterogeneous,fast25,FedAvg,39,8,0.3572584833104403,0.011239408655969604,0.00012632430693588446,0.34946997047482065,0.36504699614605995,12792000.0
heterogeneous,fast25,FedAvg,40,8,0.3590390102272183,0.012313530430557105,0.00015162303166425586,0.35050616897678033,0.36757185147765625,13431600.0
heterogeneous,fast25,FedAvg,41,8,0.3604904386749734,0.007458030629966461,5.5622220877517926e-05,0.35532228712288205,0.3656585902270647,14086800.0
heterogeneous,fast25,FedAvg,42,8,0.35896044630877094,0.017161998777409225,0.00029453420203579575,0.3470677879088341,0.3708531047087078,14757600.0
heterogeneous,fast25,FedAvg,43,8,0.3598994649887847,0.014500258437226616,0.00021025749474636168,0.34985129854026276,0.3699476314373067,15444000.0
heterogeneous,fast25,FedAvg,44,8,0.36012763688062926,0.014550329115037411,0.00021171207735590537,0.350044773222605,0.3702105005386535,16146000.0
heterogeneous,fast25,FedAvg,45,8,0.3587406613250518,0.016617282424666816,0.00027613407518114065,0.34722547209942534,0.3702558505506782,16863600.0
heterogeneous,fast25,FedAvg,46,8,0.3582468801751821,0.015318070737400465,0.00023464329111600441,0.3476319987159332,0.36886176163443096,17596800.0
heterogeneous,fast25,FedAvg,47,8,0.3554028174070616,0.012165416367721343,0.00014799735540002235,0.34697261396567947,0.3638330208484437,18345600.0
heterogeneous,fast25,FedAvg,48,8,0.35726636920864036,0.014483164150388243,0.0002097620438070912,0.3472300484965385,0.3673026899207422,19110000.0
heterogeneous,fast25,FedAvg,49,8,0.3594359348712721,0.014941669204206642,0.00022325347860793716,0.3490818863670622,0.369789983375482,19890000.0
heterogeneous,fast50,ASILO,0,8,0.2997114133237003,0.021639510272959097,0.00046826840485350227,0.2847159977572463,0.31470682889015433,0.0
heterogeneous,fast50,ASILO,1,8,0.3124419330751859,0.022625050804663423,0.000511892923913601,0.29676357276349163,0.3281202933868802,6523.125
heterogeneous,fast50,ASILO,2,8,0.32851510687181895,0.01636773089401754,0.00026790261461897625,0.3171728480341785,0.3398573657094594,19340.25
heterogeneous,fast50,ASILO,3,8,0.334939525963144,0.02390584392610326,0.0005714893738192081,0.31837362130001184,0.3515054306262762,36203.875
heterogeneous,fast50,ASILO,4,8,0.3382879049907842,0.02486360612008429,0.000618198909294693,0.3210583049883665,0.3555175049932019,58234.375
heterogeneous,fast50,ASILO,5,8,0.35093465410165225,0.02247821640119646,0.0005052702125790176,0.33535804484031284,0.36651126336299167,87454.5
heterogeneous,fast50,ASILO,6,8,0.3459786075706214,0.02778404621003215,0.000771953223801202,0.3267252458363855,0.36523196930485724,119820.125
heterogeneous,fast50,ASILO,7,8,0.3580346849370482,0.0192533347619211,0.0003706908994545994,0.3446928046378513,0.3713765652362451,158023.875
heterogeneous,fast50,ASILO,8,8,0.3607980033677165,0.025219023425346147,0.0006359991425281577,0.34332211173833116,0.37827389499710184,202070.125
