t,bytes_sent,utility,pheromone,f1_val,agg_count,rollback
0,0,0.0,1.0,0.10429108604291086,0,0
1,1787,1.0,1.0,0.42341651994924456,1,1
2,1787,0.0,0.8,0.14205682272909165,2,0
3,1787,0.0,0.6400000000000001,0.14205682272909165,2,0
4,3588,0.02831067665785053,0.5176621353315702,0.14205682272909165,0,0
5,3588,0.020592013072687765,0.41824811087979374,0.14205682272909165,3,0
6,5387,0.0025033760377505265,0.3350991639113851,0.14205682272909165,0,0
7,7184,0.0207239343813333,0.27222411800537477,0.14205682272909165,3,0
8,8982,0.025882764101289653,0.22295584722455775,0.14205682272909165,3,0
9,10778,0.8560541888633035,0.3495755155523069,0.416467909967687,3,0
10,12576,0.044218942246273485,0.28850420089110024,0.4172381946317165,2,0
11,14376,0.05396129618461226,0.24159561994980266,0.41703542715461484,1,0
12,16180,0.21503719551822237,0.2362839350634866,0.4832669184921618,2,1
13,17975,0.6002013062420779,0.3090674092992049,0.6861380767195698,3,0
14,17975,0.0,0.24725392743936392,0.6697572737335069,2,0
15,19776,0.11592915206219079,0.2209889723639293,0.6894516764570611,2,1
16,19776,0.0,0.17679117789114346,0.6127583448604375,2,0
17,19776,0.0,0.14143294231291478,0.41754733483868445,0,0
18,21579,0.00017190317113252584,0.11318073448455834,0.42967132650217543,2,0
19,21579,0.0,0.09054458758764668,0.4218057267795088,2,0
20,23382,0.8192866748478789,0.23629300503969314,0.6180435246962976,2,0
21,23382,0.28805877792363366,0.24664615961648126,0.6711677187750216,1,0
22,23382,0.0,0.197316927693185,0.3781163403482364,2,0
23,25185,1.0,0.357853542154548,0.6769263228598701,1,0
24,25185,0.0,0.28628283372363844,0.6495772725704347,1,1
25,25185,0.0,0.22902626697891076,0.5935399293680651,2,0
26,25185,0.0,0.18322101358312862,0.5410370585545663,1,1
27,26988,0.06602307012434781,0.15978142489137245,0.563634198585137,1,0
28,28790,0.20688645226742475,0.16920243036658292,0.6054232208772445,1,0
29,30586,0.36383195724265355,0.20812833574179707,0.6713424126740902,0,0
30,30586,0.0,0.16650266859343765,0.5808389581982245,1,0
31,32386,0.8213037650907715,0.2974628878929044,0.6986006433866752,0,0
32,32386,0.0,0.23797031031432356,0.40556942801695106,1,0
33,34191,1.0,0.3903762482514589,0.6881421388683497,2,0
34,34191,0.0,0.3123009986011671,0.47593686391027057,1,0
35,35998,0.8448994135306119,0.4188206815870561,0.6576966994530343,0,0
36,35998,0.0,0.3350565452696449,0.6365047536411934,0,0
37,35998,0.0,0.2680452362157159,0.5849426518070089,0,0
38,37801,0.22409595778282154,0.25925538052913705,0.6315429259348084,0,0
39,37801,0.16497555704429295,0.24039941583216823,0.6532445306106756,0,0
40,37801,0.0,0.1923195326657346,0.5941800657190617,0,0
41,37801,0.0,0.1538556261325877,0.478988723249877,0,0
42,39605,0.9518856384811853,0.3134616286023072,0.669252572351141,0,0
43,39605,0.0,0.2507693028818458,0.6616005717302068,0,0
44,39605,0.0,0.20061544230547665,0.5447083830875246,0,0
45,41408,0.7793283777488891,0.31635802939415913,0.6839512574202906,0,0
46,41408,0.0,0.25308642351532734,0.5046347482491677,0,0
47,43210,1.0,0.4024691388122619,0.7920613507824423,0,0
48,43210,0.0,0.32197531104980953,0.4474916876587105,0,0
49,45010,0.9966804214617417,0.45691633313219604,0.6515312260419169,0,0
